seqnum,StationNumber,Latitude,Longitude,Elevation,StationName                             ,Who_entered,use_index,source_seqnum,country_seqnum
1400461,52212,48.2906,20.4369,153,Putnok                                  ,7,1,116,205
1400462,52212,48.2906,20.4369,153,Putnok                                  ,7,1,116,205
1400463,52214,48.1808,20.4864,209.4,Dédestapolcsány                         ,7,1,116,205
1400464,52214,48.1808,20.4864,209.4,Dédestapolcsány                         ,7,1,116,205
1400465,52310,48.2194,20.7161,127,Sajószentpéter                          ,7,1,116,205
1400466,52401,48.1964,20.9272,116,Szikszó                                 ,7,1,116,205
1400467,52401,48.1964,20.9272,116,Szikszó                                 ,7,1,116,205
1400468,52503,48.02,20.0944,176,Pétervására                             ,7,1,116,205
1400469,52503,48.02,20.0944,176,Pétervására                             ,7,1,116,205
1400470,52517,48.1161,20.2564,238,Borsodnádasd                            ,7,1,116,205
1400471,52603,48.0572,20.3542,318,Bélapátfalva                            ,7,1,116,205
1400472,52705,48.0961,20.5261,696,Miskolc Lillafüred-Jávorkút             ,7,1,116,205
1400473,52705,48.0961,20.5261,696,Miskolc Lillafüred-Jávorkút             ,7,1,116,205
1400474,52705,48.0961,20.5261,696,Miskolc Lillafüred-Jávorkút             ,7,1,116,205
1400475,52742,47.9647,20.4953,293,Bükkzsérc                               ,7,1,116,205
1400476,52742,47.9647,20.4953,293,Bükkzsérc                               ,7,1,116,205
1400477,52743,48.1036,20.6756,197,Miskolc Berekalja                       ,7,1,116,205
1400478,52743,48.1036,20.6756,197,Miskolc Berekalja                       ,7,1,116,205
1400479,52745,48.0944,20.7267,161,Miskolc Tűzoltóság                      ,7,1,116,205
1400480,52745,48.0944,20.7267,161,Miskolc Tűzoltóság                      ,7,1,116,205
1400481,52746,48.0661,20.6256,615,Bükkszentkereszt                        ,7,1,116,205
1400482,52746,48.0661,20.6256,615,Bükkszentkereszt                        ,7,1,116,205
1400483,52748,48.1611,20.6133,207,Varbó                                   ,7,1,116,205
1400484,52825,48.1281,20.8564,115,Arnót                                   ,7,1,116,205
1400485,53108,47.8469,20.1383,162,Kisnána                                 ,7,1,116,205
1400486,53108,47.8469,20.1383,162,Kisnána                                 ,7,1,116,205
1400487,53123,47.9072,20.0239,329,Parád Óhuta                             ,7,1,116,205
1400488,53123,47.9072,20.0239,329,Parád Óhuta                             ,7,1,116,205
1400489,53123,47.9072,20.0239,329,Parád Óhuta                             ,7,1,116,205
1400490,53123,47.9072,20.0239,329,Parád Óhuta                             ,7,1,116,205
1400491,53126,47.9736,20.1517,177,Terpes                                  ,7,1,116,205
1400492,53126,47.9736,20.1517,177,Terpes                                  ,7,1,116,205
1400493,53127,47.9242,20.0225,248,Parád                                   ,7,1,116,205
1400494,53127,47.9242,20.0225,248,Parád                                   ,7,1,116,205
1400495,53128,47.8722,20.0119,1010.5,Kékestető Meteorológia                  ,7,1,116,205
1400496,53128,47.8722,20.0119,1010.5,Kékestető Meteorológia                  ,7,1,116,205
1400497,53129,47.93,20.1056,192,Recsk                                   ,7,1,116,205
1400498,53131,47.9386,20.0231,245,Bodony                                  ,7,1,116,205
1400499,53132,47.9817,20.0222,217,Mátraballa                              ,7,1,116,205
1400500,53209,47.97,20.41,210,Felsőtárkány                            ,7,1,116,205
1400501,53219,47.9039,20.3881,224.5,Eger Főiskola                           ,7,1,116,205
1400502,53219,47.9039,20.3881,224.5,Eger Főiskola                           ,7,1,116,205
1400503,53221,47.9925,20.2617,237,Bátor                                   ,7,1,116,205
1400504,53221,47.9925,20.2617,237,Bátor                                   ,7,1,116,205
1400505,53300,47.9022,20.5347,172,Bogács                                  ,7,1,116,205
1400506,53303,47.9369,20.5319,205,Cserépfalu                              ,7,1,116,205
1400507,53311,47.8889,20.6825,130,Bükkábrány                              ,7,1,116,205
1400508,53311,47.8889,20.6825,130,Bükkábrány                              ,7,1,116,205
1400509,53408,47.9303,20.8103,114,Emőd                                    ,7,1,116,205
1400510,53519,47.7289,20.0975,114,Ludas                                   ,7,1,116,205
1400511,53520,47.7469,20.2406,116,Kompolt Széchenyi utca                  ,7,1,116,205
1400512,53602,47.6858,20.315,112,Erdőtelek belterület                    ,7,1,116,205
1400513,53602,47.6858,20.315,112,Erdőtelek belterület                    ,7,1,116,205
1400514,53604,47.7533,20.4147,114,Füzesabony                              ,7,1,116,205
1400515,53613,47.7911,20.3411,145,Kerecsend                               ,7,1,116,205
1400516,53613,47.7911,20.3411,145,Kerecsend                               ,7,1,116,205
1400517,53613,47.7911,20.3411,145,Kerecsend                               ,7,1,116,205
1400518,53712,47.7156,20.5456,97,Egerfarmos                              ,7,1,116,205
1400519,53712,47.7156,20.5456,97,Egerfarmos                              ,7,1,116,205
1400520,53801,47.6889,20.8697,91,Tiszadorogma                            ,7,1,116,205
1400521,53802,47.8144,20.9025,93,Mezőcsát                                ,7,1,116,205
1400522,54216,47.6042,20.4394,91,Kömlő                                   ,7,1,116,205
1400523,54216,47.6042,20.4394,91,Kömlő                                   ,7,1,116,205
1400524,54310,47.6267,20.5956,89,Újlőrincfalva                           ,7,1,116,205
1400525,54404,47.5319,20.8008,89,Tiszaigar                               ,7,1,116,205
1400526,54506,47.3583,20.1681,90,Jászladány                              ,7,1,116,205
1400527,54506,47.3583,20.1681,90,Jászladány                              ,7,1,116,205
1400528,54717,47.3619,20.6244,88,Kunhegyes                               ,7,1,116,205
1400529,54815,47.4853,20.9225,87,Nagyiván                                ,7,1,116,205
1400530,54818,47.4269,20.7911,89,Kunmadaras                              ,7,1,116,205
1400531,54818,47.4269,20.7911,89,Kunmadaras                              ,7,1,116,205
1400532,55307,47.2506,20.6725,83,Kenderes                                ,7,1,116,205
1400533,55307,47.2506,20.6725,83,Kenderes                                ,7,1,116,205
1400534,55509,47.1272,20.2317,88,Szolnok Irányítótorony                  ,7,1,116,205
1400535,55509,47.1272,20.2317,88,Szolnok Irányítótorony                  ,7,1,116,205
1400536,55603,47.0769,20.4819,81,Kétpó Árpád utca                        ,7,1,116,205
1400537,55603,47.0769,20.4819,81,Kétpó Árpád utca                        ,7,1,116,205
1400538,55607,47.0175,20.2958,84.8,Martfű                                  ,7,1,116,205
1400539,55607,47.0175,20.2958,84.8,Martfű                                  ,7,1,116,205
1400540,55805,47.0297,20.9519,84,Dévaványa Asztalos utca                 ,7,1,116,205
1400541,56114,46.9564,20.2069,83,Cibakháza                               ,7,1,116,205
1400542,56114,46.9564,20.2069,83,Cibakháza                               ,7,1,116,205
1400543,56206,46.8939,20.4983,82,Békésszentandrás Duzzasztómű            ,7,1,116,205
1400544,56206,46.8939,20.4983,82,Békésszentandrás Duzzasztómű            ,7,1,116,205
1400545,56212,46.9986,20.3858,82,Mezőhék                                 ,7,1,116,205
1400546,56303,46.9383,20.635,84,Mezőtúr Kisőrvetői őrház                ,7,1,116,205
1400547,56306,46.8289,20.525,81,Szarvas Bikazug                         ,7,1,116,205
1400548,56306,46.8289,20.525,81,Szarvas Bikazug                         ,7,1,116,205
1400549,56309,46.8261,20.6422,81,Csabacsűd                               ,7,1,116,205
1400550,56309,46.8261,20.6422,81,Csabacsűd                               ,7,1,116,205
1400551,56400,46.9275,20.7722,82,Gyomaendrőd                             ,7,1,116,205
1400552,56409,46.8519,20.9264,82,Csárdaszállás Felsőföld                 ,7,1,116,205
1400553,56502,46.6931,20.2039,79,Szentes Felsőrét                        ,7,1,116,205
1400554,56505,46.7561,20.2161,81,Szentes Zalota                          ,7,1,116,205
1400555,56505,46.7561,20.2161,81,Szentes Zalota                          ,7,1,116,205
1400556,56505,46.7561,20.2161,81,Szentes Zalota                          ,7,1,116,205
1400557,56505,46.7561,20.2161,81,Szentes Zalota                          ,7,1,116,205
1400558,56602,46.6522,20.3814,82,Szentes Dónát                           ,7,1,116,205
1400559,56607,46.6669,20.4639,85,Fábiánsebestyén                         ,7,1,116,205
1400560,56704,46.6722,20.5925,83,Gádoros                                 ,7,1,116,205
1400561,56805,46.7533,20.79,86,Kondoros                                ,7,1,116,205
1400562,57114,46.5208,20.18,78,Mindszent                               ,7,1,116,205
1400563,57115,46.6136,20.0461,80,Tömörkény                               ,7,1,116,205
1400564,57203,46.5786,20.3547,78,Derekegyház                             ,7,1,116,205
1400565,57203,46.5786,20.3547,78,Derekegyház                             ,7,1,116,205
1400566,57403,46.5933,20.8553,90,Gerendás                                ,7,1,116,205
1400567,57403,46.5933,20.8553,90,Gerendás                                ,7,1,116,205
1400568,57505,46.3394,20.0339,84,Szatymaz                                ,7,1,116,205
1400569,57505,46.3394,20.0339,84,Szatymaz                                ,7,1,116,205
1400570,57613,46.4347,20.3278,79,Hódmezővásárhely                        ,7,1,116,205
1400571,57705,46.5114,20.5389,85,Székkutas                               ,7,1,116,205
1400572,58114,46.2425,20.1756,83,Szeged Újszeged                         ,7,1,116,205
1400573,58114,46.2425,20.1756,83,Szeged Újszeged                         ,7,1,116,205
1400574,58115,46.2561,20.0903,80.8,Szeged Obszervatórium                   ,7,1,116,205
1400575,58115,46.2561,20.0903,80.8,Szeged Obszervatórium                   ,7,1,116,205
1400576,58118,46.3311,20.2153,78,Algyő                                   ,7,1,116,205
1400577,58215,46.3181,20.4953,82,Földeák                                 ,7,1,116,205
1400578,58215,46.3181,20.4953,82,Földeák                                 ,7,1,116,205
1400579,58306,46.2467,20.7247,90,Csanádpalota                            ,7,1,116,205
1400580,58306,46.2467,20.7247,90,Csanádpalota                            ,7,1,116,205
1400581,58306,46.2467,20.7247,90,Csanádpalota                            ,7,1,116,205
1400582,58600,46.1497,20.2753,78,Kübekháza                               ,7,1,116,205
1400583,58600,46.1497,20.2753,78,Kübekháza                               ,7,1,116,205
1400584,58700,46.16,20.6667,90,Magyarcsanád Bökény                     ,7,1,116,205
1400585,61100,48.5131,21.0142,239,Kány                                    ,7,1,116,205
1400586,61201,48.5136,21.4567,223,Füzérkomlós                             ,7,1,116,205
1400587,61618,48.4914,21.3481,237,Telkibánya                              ,7,1,116,205
1400588,61702,48.4953,21.5547,208,Vilyvitány                              ,7,1,116,205
1400589,61702,48.4953,21.5547,208,Vilyvitány                              ,7,1,116,205
1400590,61703,48.4031,21.6578,104,Sátoraljaújhely Barátszer               ,7,1,116,205
1400591,61711,48.3569,21.6944,96,Felsőberecki                            ,7,1,116,205
1400592,62104,48.3169,21.1619,177,Gibárt                                  ,7,1,116,205
1400593,62104,48.3169,21.1619,177,Gibárt                                  ,7,1,116,205
1400594,62104,48.3169,21.1619,177,Gibárt                                  ,7,1,116,205
1400595,62108,48.2086,21.1542,192,Monok                                   ,7,1,116,205
1400596,62121,48.2619,21.0819,133,Felsődobsza                             ,7,1,116,205
1400597,62121,48.2619,21.0819,133,Felsődobsza                             ,7,1,116,205
1400598,62206,48.2814,21.4475,118,Tolcsva                                 ,7,1,116,205
1400599,62206,48.2814,21.4475,118,Tolcsva                                 ,7,1,116,205
1400600,62300,48.2425,21.515,98,Viss                                    ,7,1,116,205
1400601,62300,48.2425,21.515,98,Viss                                    ,7,1,116,205
1400602,62300,48.2425,21.515,98,Viss                                    ,7,1,116,205
1400603,62306,48.3144,21.5567,110,Sárospatak Hunyadi utca                 ,7,1,116,205
1400604,62309,48.1639,21.6664,96,Tiszabercel                             ,7,1,116,205
1400605,62309,48.1639,21.6664,96,Tiszabercel                             ,7,1,116,205
1400606,62309,48.1639,21.6664,96,Tiszabercel                             ,7,1,116,205
1400607,62309,48.1639,21.6664,96,Tiszabercel                             ,7,1,116,205
1400608,62309,48.1639,21.6664,96,Tiszabercel                             ,7,1,116,205
1400609,62317,48.2033,21.5306,98,Kenézlő                                 ,7,1,116,205
1400610,62400,48.3078,21.7942,95,Karcsa                                  ,7,1,116,205
1400611,62400,48.3078,21.7942,95,Karcsa                                  ,7,1,116,205
1400612,62401,48.2397,21.9333,100,Dombrád                                 ,7,1,116,205
1400613,62404,48.2486,21.8894,98,Cigánd                                  ,7,1,116,205
1400614,62404,48.2486,21.8894,98,Cigánd                                  ,7,1,116,205
1400615,62413,48.1819,21.9914,109,Pátroha                                 ,7,1,116,205
1400616,62413,48.1819,21.9914,109,Pátroha                                 ,7,1,116,205
1400617,62505,48.0142,21.1706,95,Tiszadob                                ,7,1,116,205
1400618,62505,48.0142,21.1706,95,Tiszadob                                ,7,1,116,205
1400619,62507,48.0908,21.1311,96,Taktaharkány                            ,7,1,116,205
1400620,62602,48.1422,21.3344,95,Tarcal Terézia kert                     ,7,1,116,205
1400621,62617,48.0206,21.3719,95.8,Tiszalök                                ,7,1,116,205
1400622,62706,48.0217,21.6464,91,Nyírtelek                               ,7,1,116,205
1400623,62706,48.0217,21.6464,91,Nyírtelek                               ,7,1,116,205
1400624,62800,48.0692,21.7997,100,Kemecse                                 ,7,1,116,205
1400625,63200,47.8431,21.3928,93,Hajdúnánás                              ,7,1,116,205
1400626,63401,47.9558,21.9364,117,Apagy                                   ,7,1,116,205
1400627,63401,47.9558,21.9364,117,Apagy                                   ,7,1,116,205
1400628,63407,47.9725,21.7111,110,Nyíregyháza Egyetem                     ,7,1,116,205
1400629,63511,47.7283,21.1019,91,Újszentmargita                          ,7,1,116,205
1400630,63512,47.7467,21.1203,91,Újszentmargita Bödönhát                 ,7,1,116,205
1400631,63605,47.8125,21.4994,107,Hajdúdorog                              ,7,1,116,205
1400632,63713,47.6828,21.6586,146,Hajdúhadház                             ,7,1,116,205
1400633,64308,47.5989,21.75,133,Hajdúsámson                             ,7,1,116,205
1400634,64309,47.5125,21.6308,113,Debrecen Kerekestelep                   ,7,1,116,205
1400635,64311,47.59,21.5803,126,Debrecen Józsa                          ,7,1,116,205
1400636,64403,47.5294,21.9908,133,Nyírábrány                              ,7,1,116,205
1400637,64709,47.3578,21.5747,95,Derecske                                ,7,1,116,205
1400638,65101,47.2267,21.1453,88,Szerep Nagy utca                        ,7,1,116,205
1400639,65107,47.2114,21.2325,90,Biharnagybajom                          ,7,1,116,205
1400640,65200,47.2522,21.3503,87,Sáp                                     ,7,1,116,205
1400641,65201,47.1883,21.4561,96,Bakonszeg Kálló-Bakonszeg               ,7,1,116,205
1400642,65300,47.1653,21.6181,95,Mezőpeterd                              ,7,1,116,205
1400643,65300,47.1653,21.6181,95,Mezőpeterd                              ,7,1,116,205
1400644,65400,47.2864,21.8275,99,Pocsaj Rétalj utca                      ,7,1,116,205
1400645,65513,47.1064,21.2186,88,Füzesgyarmat                            ,7,1,116,205
1400646,65515,47.015,21.1797,88,Szeghalom                               ,7,1,116,205
1400647,65600,47.1078,21.3189,86,Darvas                                  ,7,1,116,205
1400648,65600,47.1078,21.3189,86,Darvas                                  ,7,1,116,205
1400649,65600,47.1078,21.3189,86,Darvas                                  ,7,1,116,205
1400650,65704,47.0183,21.5967,93,Körösszakál Rákóczi utca                ,7,1,116,205
1400651,66209,46.9272,21.2617,86,Vésztő                                  ,7,1,116,205
1400652,66209,46.9272,21.2617,86,Vésztő                                  ,7,1,116,205
1400653,66212,46.9231,21.4917,90,Zsadány                                 ,7,1,116,205
1400654,66523,46.6817,21.1044,87,Békéscsaba VI. kerület                  ,7,1,116,205
1400655,66611,46.7719,21.4367,90,Méhkerék                                ,7,1,116,205
1400656,66611,46.7719,21.4367,90,Méhkerék                                ,7,1,116,205
1400657,67102,46.5028,21.0986,94,Medgyesegyháza Bánkút-Rózsamajor        ,7,1,116,205
1400658,67114,46.5839,21.0319,89,Újkígyós                                ,7,1,116,205
1400659,67203,46.635,21.3292,86,Gyulavári                               ,7,1,116,205
1400660,67500,46.4258,21.2292,98,Lőkösháza Arany J. utca                 ,7,1,116,205
1400661,68105,46.2925,21.0203,98,Battonya                                ,7,1,116,205
1400662,72120,48.2728,22.1767,106,Tornyospálca                            ,7,1,116,205
1400663,72120,48.2728,22.1767,106,Tornyospálca                            ,7,1,116,205
1400664,72121,48.3264,22.0442,98,Révleányvár                             ,7,1,116,205
1400665,72202,48.2103,22.2592,106,Aranyosapáti                            ,7,1,116,205
1400666,72203,48.1619,22.4589,109,Csaroda                                 ,7,1,116,205
1400667,72203,48.1619,22.4589,109,Csaroda                                 ,7,1,116,205
1400668,72510,48.0594,22.195,133,Nyírmada                                ,7,1,116,205
1400669,72510,48.0594,22.195,133,Nyírmada                                ,7,1,116,205
1400670,72511,48.0944,22.1103,117,Nyírkarász                              ,7,1,116,205
1400671,72603,47.9886,22.5211,111,Fehérgyarmat                            ,7,1,116,205
1400672,72616,48.1322,22.305,106,Vásárosnamény Árpád út                  ,7,1,116,205
1400673,72800,48.0328,22.7586,118,Sonkád                                  ,7,1,116,205
1400674,72802,48.105,22.8222,118,Tiszabecs                               ,7,1,116,205
1400675,72802,48.105,22.8222,118,Tiszabecs                               ,7,1,116,205
1400676,72802,48.105,22.8222,118,Tiszabecs                               ,7,1,116,205
1400677,73102,47.8344,22.1297,151,Nyírbátor                               ,7,1,116,205
1400678,73102,47.8344,22.1297,151,Nyírbátor                               ,7,1,116,205
1400679,73102,47.8344,22.1297,151,Nyírbátor                               ,7,1,116,205
1400680,73104,47.9269,22.0347,134,Ófehértó                                ,7,1,116,205
1400681,73205,47.8564,22.3967,111,Nagyecsed                               ,7,1,116,205
1400682,73213,47.9414,22.3953,111,Kocsord                                 ,7,1,116,205
1400683,73308,47.8469,22.5481,111,Tyukod                                  ,7,1,116,205
1400684,73316,47.9947,22.5594,110,Penyige                                 ,7,1,116,205
1400685,73316,47.9947,22.5594,110,Penyige                                 ,7,1,116,205
1400686,73317,47.8553,22.6892,117,Szamosbecs                              ,7,1,116,205
1400687,73400,47.9311,22.7536,120,Gacsály                                 ,7,1,116,205
1400688,73400,47.9311,22.7536,120,Gacsály                                 ,7,1,116,205
1400689,73506,47.8044,22.065,120,Nyírbogát                               ,7,1,116,205
1400690,73506,47.8044,22.065,120,Nyírbogát                               ,7,1,116,205
1400691,73604,47.7617,22.2697,130,Bátorliget                              ,7,1,116,205
1400692,73604,47.7617,22.2697,130,Bátorliget                              ,7,1,116,205
1400693,73604,47.7617,22.2697,130,Bátorliget                              ,7,1,116,205
